date,snowfall,rainfall,daily_avg_temp,daily_avg_wind_speed,daily_avg_specific_humidity,atmospheric_radiation,visible_radiation,daily_avg_relative_humidity,total_evapotranspiration,potential_evapotranspiration,effective_rainfall,daily_avg_soil_moisture_index,SSWI_10J,drainage,runoff,snow_water_equivalent_6h,RESR_NEIGE6,daily_avg_snow_depth,snow_depth_6h,max_snow_depth,daily_avg_snow_cover_fraction,snowmelt_runoff,root_liquid_water,WGI_RACINE,min_temp,max_temp,solar,TWh
2012-01-01,0.0,10.1,13.1,4.9,8.503,3178.4,119.7,91.0,0.4,0.7,9.7,0.814,-0.052,2.1,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.324,0.0,12.8,13.8,6255.0,0.0031275
2012-01-02,0.0,1.0,8.3,3.5,5.646,2590.7,315.4,82.6,0.5,0.6,0.5,0.834,-0.029,2.3,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.332,0.0,6.1,10.2,4267.0,0.0021335
2012-01-03,0.0,2.0,9.8,6.0,6.429,2843.0,72.7,85.1,0.0,1.1,2.0,0.835,-0.006,1.8,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,5.1,12.5,6768.0,0.0033840000000000003
2012-01-04,0.0,0.1,8.9,4.7,5.01,2255.0,419.1,71.2,0.3,1.2,-0.2,0.821,0.016,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,7.1,10.1,8655.0,0.0043275
2012-01-05,0.0,1.8,10.5,7.9,5.915,2670.2,239.8,75.0,1.1,1.6,0.7,0.818,0.038,0.9,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.328,0.0,9.0,13.1,3207.0,0.0016034999999999999
2012-01-06,0.0,0.0,6.7,3.0,4.396,2329.5,446.8,72.2,0.3,0.8,-0.3,0.806,0.061,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.327,0.0,5.6,8.8,9441.0,0.0047205
2012-01-07,0.0,0.2,9.3,2.9,6.056,2727.8,153.9,83.6,-0.1,0.6,0.3,0.801,0.085,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.326,0.0,6.4,11.5,5574.0,0.002787
2012-01-08,0.0,0.0,8.6,2.0,5.081,2537.6,225.8,73.6,0.0,0.7,0.0,0.796,0.111,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.325,0.0,8.3,8.8,5519.0,0.0027595000000000002
2012-01-09,0.0,0.1,9.9,1.7,6.186,2736.5,270.5,81.5,0.0,0.5,0.1,0.791,0.121,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.324,0.0,8.4,11.2,7716.0,0.003858
2012-01-10,0.0,0.0,10.0,1.2,6.562,2878.8,159.7,86.3,0.0,0.4,0.0,0.788,0.112,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.324,0.0,8.7,11.2,9624.0,0.004812
2012-01-11,0.0,0.0,9.2,0.6,5.246,2707.7,296.9,73.2,0.2,0.4,-0.2,0.783,0.086,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.323,0.0,8.4,11.3,9890.0,0.004945
2012-01-12,0.0,0.0,8.7,1.9,5.491,2683.7,426.5,79.7,0.3,0.6,-0.3,0.776,0.044,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.323,0.0,5.9,12.2,9117.0,0.0045585
2012-01-13,0.0,0.0,6.7,2.0,5.059,2579.6,483.7,83.3,0.7,0.4,-0.7,0.768,-0.003,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.322,0.0,5.8,9.2,7374.0,0.003687
2012-01-14,0.0,0.0,3.2,2.4,3.545,2413.7,664.5,75.4,1.0,0.6,-1.0,0.756,-0.05,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.0,1.1,6.6,10797.0,0.0053985
2012-01-15,0.0,0.0,2.9,2.3,3.462,2238.0,630.6,74.9,0.6,0.6,-0.6,0.747,-0.105,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.318,0.001,1.0,6.4,11375.0,0.0056875
2012-01-16,0.0,0.0,2.6,2.6,2.763,2015.2,554.8,61.4,0.2,0.8,-0.2,0.742,-0.159,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.314,0.003,0.6,6.2,10752.0,0.005376
2012-01-17,0.0,0.0,1.2,1.1,2.905,2182.5,507.5,70.5,0.1,0.3,-0.1,0.739,-0.217,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.311,0.006,-1.8,4.3,10561.0,0.0052805
2012-01-18,0.0,0.8,5.0,3.2,4.787,2805.2,153.8,88.0,-0.1,0.7,0.9,0.738,-0.274,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.314,0.002,0.1,10.5,9058.0,0.004529
2012-01-19,0.0,1.0,11.0,4.5,7.118,2849.6,160.1,87.6,-0.1,0.8,1.1,0.748,-0.322,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.317,0.0,6.4,12.4,5367.0,0.0026835
2012-01-20,0.0,1.2,8.9,4.1,5.514,2619.7,106.5,78.1,0.0,1.0,1.2,0.755,-0.368,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.318,0.0,7.8,10.1,7336.0,0.003668
2012-01-21,0.0,0.5,10.7,4.9,6.819,2961.1,111.5,85.3,0.1,1.0,0.4,0.761,-0.401,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.319,0.0,9.2,11.7,6013.0,0.0030065
2012-01-22,0.0,0.0,9.5,3.5,5.606,2512.0,293.0,76.0,0.1,1.0,-0.1,0.758,-0.439,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.0,8.4,10.6,7048.0,0.003524
2012-01-23,0.0,1.2,7.7,2.1,5.303,2652.6,295.0,81.5,0.2,0.7,1.0,0.757,-0.467,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.319,0.0,5.9,9.9,7138.0,0.003569
2012-01-24,0.0,5.5,6.6,1.8,5.151,2776.5,325.7,85.4,0.2,0.6,5.3,0.773,-0.479,0.3,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.0,4.9,9.8,8779.0,0.0043895
2012-01-25,0.0,0.7,10.1,1.3,7.193,3094.2,125.5,93.9,0.0,0.4,0.7,0.807,-0.459,0.6,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.326,0.0,6.2,11.1,7524.0,0.003762
2012-01-26,0.0,0.6,8.0,2.7,5.908,2863.2,100.1,88.2,0.4,0.6,0.2,0.804,-0.423,0.6,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.326,0.0,6.9,9.6,5677.0,0.0028385
2012-01-27,0.0,2.2,5.7,1.7,4.499,2485.7,742.2,80.3,0.8,0.5,1.4,0.795,-0.375,0.5,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.325,0.0,1.9,10.4,8280.0,0.0041400000000000005
2012-01-28,0.0,0.9,4.5,2.1,4.73,2656.5,73.5,90.4,0.1,0.5,0.8,0.81,-0.308,0.6,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.326,0.0,4.2,4.8,7637.0,0.0038185
2012-01-29,0.0,0.0,1.9,3.5,3.506,2291.7,539.4,80.2,0.8,0.5,-0.8,0.799,-0.265,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.326,0.0,1.0,2.5,6102.0,0.003051
2012-01-30,0.0,0.0,0.3,1.9,2.912,2313.2,267.6,75.2,0.2,0.6,-0.2,0.792,-0.239,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.321,0.004,-0.1,0.8,7244.0,0.003622
2012-01-31,0.0,0.0,0.1,2.3,2.825,2232.2,345.4,74.3,0.3,0.6,-0.3,0.786,-0.222,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.318,0.006,-0.9,1.2,2949.0,0.0014745000000000001
2012-02-01,0.0,0.0,-2.5,4.6,2.083,1884.5,920.7,66.1,0.7,0.8,-0.7,0.776,-0.213,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.314,0.008,-3.5,-1.6,7665.0,0.0038325
2012-02-02,0.0,0.0,-4.6,5.4,1.366,1604.5,1008.4,51.5,0.7,1.2,-0.7,0.768,-0.199,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.301,0.021,-7.0,-1.4,8978.0,0.004489
2012-02-03,0.0,0.0,-4.5,3.1,1.462,1784.8,887.3,54.0,0.4,0.8,-0.4,0.762,-0.198,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.289,0.032,-8.4,-2.2,13856.0,0.006928
2012-02-04,0.0,0.0,-4.4,1.8,1.69,1833.0,912.3,62.7,0.2,0.5,-0.2,0.758,-0.225,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.285,0.035,-6.5,-1.7,13295.0,0.0066475
2012-02-05,0.3,0.0,-4.8,1.9,1.59,2157.6,161.4,60.0,0.0,0.5,0.3,0.756,-0.255,0.1,0.0,0.2,0.0,0.002,0.0,0.002,0.2,0.1,0.28,0.039,-5.8,-3.8,6433.0,0.0032165
2012-02-06,0.0,0.0,-2.7,1.1,1.611,2122.4,445.2,52.5,0.1,0.6,-0.1,0.755,-0.275,0.1,0.0,0.2,0.3,0.002,0.002,0.002,0.2,0.0,0.278,0.041,-4.8,0.4,10136.0,0.005068
2012-02-07,0.0,0.0,-5.5,4.1,1.503,1884.6,984.5,61.1,0.4,0.8,-0.4,0.752,-0.308,0.1,0.0,0.2,0.2,0.002,0.002,0.002,0.1,0.0,0.275,0.043,-8.2,-1.8,14235.0,0.0071175
2012-02-08,0.0,0.0,-4.5,3.4,2.001,2046.7,493.4,73.9,0.0,0.6,0.0,0.749,-0.344,0.1,0.0,0.1,0.1,0.001,0.001,0.001,0.1,0.0,0.274,0.044,-6.8,-2.6,10682.0,0.005341
2012-02-09,0.0,0.0,-2.9,2.7,2.207,1917.4,709.6,73.1,0.0,0.7,0.0,0.748,-0.384,0.1,0.0,0.1,0.1,0.001,0.001,0.001,0.1,0.1,0.271,0.047,-6.4,1.1,13686.0,0.006843
2012-02-10,0.0,0.0,-2.4,2.9,2.048,1824.5,1032.3,65.9,0.4,0.8,-0.4,0.745,-0.419,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.27,0.047,-4.7,1.0,14759.0,0.0073795
2012-02-11,0.0,0.0,-4.2,3.0,1.655,1742.6,1126.5,61.3,0.4,0.8,-0.4,0.741,-0.444,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.269,0.048,-7.3,-0.5,16201.0,0.0081005
2012-02-12,0.0,0.0,-3.0,1.8,2.093,2069.0,886.1,67.9,0.1,0.6,-0.1,0.738,-0.465,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.266,0.05,-7.9,0.8,16527.0,0.0082635
2012-02-13,0.0,1.3,2.8,2.2,4.134,2756.4,394.9,89.3,0.0,0.5,1.3,0.739,-0.497,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.274,0.042,-0.4,4.4,9366.0,0.004683
2012-02-14,0.0,0.3,5.0,4.1,4.587,2528.3,241.5,84.9,-0.2,0.7,0.5,0.75,-0.522,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.291,0.027,3.7,5.9,9121.0,0.0045605
2012-02-15,0.0,0.2,6.8,4.5,5.016,2654.9,158.3,82.3,-0.1,0.9,0.3,0.753,-0.535,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.298,0.02,5.1,8.5,8987.0,0.0044935
2012-02-16,0.0,0.0,7.2,2.3,4.965,2739.4,180.5,79.2,0.0,0.8,0.0,0.752,-0.531,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.309,0.01,6.2,8.6,11232.0,0.005616
2012-02-17,0.0,0.0,7.5,2.1,5.59,2825.9,181.6,86.5,-0.1,0.7,0.1,0.751,-0.512,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.312,0.006,5.8,8.6,11323.0,0.0056615
2012-02-18,0.0,3.4,8.9,2.7,6.235,2983.0,173.2,88.2,0.2,0.8,3.2,0.775,-0.472,0.3,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.314,0.004,8.1,11.9,15593.0,0.0077965
2012-02-19,0.0,0.0,4.6,3.9,3.566,2257.2,901.7,68.8,1.3,1.3,-1.3,0.765,-0.441,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.321,0.001,3.1,7.9,14568.0,0.007284
2012-02-20,0.0,0.0,2.6,0.7,2.914,2080.6,1086.2,65.6,1.0,0.7,-1.0,0.752,-0.418,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.316,0.004,-0.9,7.5,19787.0,0.0098935
2012-02-21,0.0,0.0,3.9,1.3,3.195,2221.3,869.2,65.5,0.5,1.0,-0.5,0.745,-0.394,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.313,0.005,-0.4,9.5,20084.0,0.010042
2012-02-22,0.0,0.3,4.8,1.9,3.406,2338.0,850.2,66.3,0.7,1.1,-0.4,0.737,-0.374,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.316,0.001,-0.8,10.2,21441.0,0.010720499999999999
2012-02-23,0.0,0.2,9.9,2.5,6.738,3000.8,182.9,87.9,-0.1,1.0,0.3,0.738,-0.354,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.316,0.0,6.1,11.7,13672.0,0.006836
2012-02-24,0.0,0.0,11.1,1.9,7.237,3041.6,258.3,88.7,0.0,0.8,0.0,0.737,-0.344,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.316,0.0,9.2,13.3,12349.0,0.0061745
2012-02-25,0.0,0.3,9.7,2.1,6.618,3059.8,271.5,88.7,0.4,0.8,-0.1,0.735,-0.341,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.316,0.0,9.0,11.0,11960.0,0.00598
2012-02-26,0.0,0.0,8.3,1.5,4.989,2538.2,750.9,74.2,0.8,1.1,-0.8,0.727,-0.344,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.316,0.0,6.6,11.5,18205.0,0.0091025
2012-02-27,0.0,0.0,8.3,1.5,4.98,2603.2,742.9,74.5,0.7,1.1,-0.7,0.719,-0.359,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.314,0.0,4.2,12.7,18957.0,0.0094785
2012-02-28,0.0,0.0,10.4,1.2,6.213,2975.1,255.1,79.4,0.1,0.8,-0.1,0.715,-0.404,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.313,0.0,8.7,11.7,19650.0,0.009825
2012-02-29,0.0,0.0,10.6,1.4,6.431,3014.7,498.7,81.7,0.4,1.0,-0.4,0.711,-0.456,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.313,0.0,6.9,14.8,21903.0,0.0109515
2012-03-01,0.0,0.0,9.4,1.6,6.775,3125.7,609.3,92.7,0.7,0.7,-0.7,0.703,-0.49,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.312,0.0,8.6,10.1,18848.0,0.009424
2012-03-02,0.0,0.0,10.1,1.3,6.646,2976.7,317.4,87.0,0.2,0.7,-0.2,0.699,-0.527,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.311,0.0,8.3,11.2,17216.0,0.008608
2012-03-03,0.0,0.1,9.2,2.2,6.431,3004.0,393.8,89.2,0.3,0.8,-0.2,0.695,-0.568,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,8.0,10.0,12643.0,0.0063215
2012-03-04,0.0,3.1,8.4,3.7,5.831,2904.3,218.0,84.9,0.7,1.0,2.4,0.715,-0.604,0.1,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,7.8,9.9,11222.0,0.005611
2012-03-05,0.0,1.3,6.0,5.4,3.969,2252.4,406.5,68.8,0.4,1.6,0.9,0.711,-0.641,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.313,0.0,3.2,8.3,18870.0,0.009435
2012-03-06,0.0,0.9,5.1,2.2,4.711,2713.5,226.7,86.6,0.3,0.7,0.6,0.725,-0.665,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.314,0.0,4.0,6.4,14680.0,0.00734
2012-03-07,0.0,4.8,5.7,3.1,4.744,2750.6,510.0,83.8,0.9,1.0,3.9,0.746,-0.663,0.2,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.314,0.0,3.2,8.4,17605.0,0.0088025
2012-03-08,0.0,0.0,6.8,2.6,4.276,2494.1,789.5,71.4,0.9,1.4,-0.9,0.749,-0.65,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.319,0.0,3.5,10.9,18334.0,0.009167
2012-03-09,0.0,0.0,7.8,0.9,4.382,2617.0,1025.2,68.8,1.1,1.3,-1.1,0.736,-0.629,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.317,0.0,1.2,13.7,23452.0,0.011726
2012-03-10,0.0,0.0,10.8,2.7,6.226,2919.1,243.4,77.6,0.1,1.2,-0.1,0.732,-0.601,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.316,0.0,8.7,13.3,21225.0,0.0106125
2012-03-11,0.0,0.0,10.2,2.6,6.534,2912.8,586.0,84.6,0.7,1.1,-0.7,0.725,-0.57,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.315,0.0,8.6,12.8,18056.0,0.009028
2012-03-12,0.0,0.0,11.0,2.2,6.202,2608.5,1257.7,77.3,1.4,1.9,-1.4,0.712,-0.534,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.314,0.0,5.9,16.4,24839.0,0.0124195
2012-03-13,0.0,0.0,10.3,3.0,6.37,2738.9,1400.6,82.4,1.7,1.6,-1.7,0.695,-0.497,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.312,0.0,7.6,12.9,25019.0,0.0125095
2012-03-14,0.0,0.0,9.3,2.1,5.552,2603.3,1425.4,78.1,1.6,1.8,-1.6,0.678,-0.477,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.309,0.0,4.1,15.0,25684.0,0.012842
2012-03-15,0.0,0.0,13.1,1.5,5.801,2817.9,1612.7,65.9,2.0,2.3,-2.0,0.658,-0.464,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.307,0.0,4.7,20.9,25090.0,0.012545
2012-03-16,0.0,0.0,14.8,2.0,6.646,2997.6,1527.2,67.1,1.8,2.7,-1.8,0.639,-0.475,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.304,0.0,6.9,22.6,21901.0,0.0109505
2012-03-17,0.0,0.7,10.6,2.8,6.587,2756.0,398.8,83.0,0.2,1.1,0.5,0.634,-0.497,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.301,0.0,10.7,11.3,14576.0,0.007288
2012-03-18,0.0,1.5,8.6,2.0,5.478,2592.3,711.2,79.2,0.8,1.3,0.7,0.643,-0.508,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.302,0.0,8.0,10.5,9829.0,0.0049145000000000005
2012-03-19,0.0,0.0,7.6,3.2,4.614,2404.8,1068.3,72.2,1.1,1.6,-1.1,0.635,-0.521,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.302,0.0,5.4,10.0,18802.0,0.009401
2012-03-20,0.0,0.0,8.5,1.8,4.112,2315.8,1213.6,62.1,1.1,1.9,-1.1,0.624,-0.549,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.301,0.0,3.3,14.0,21701.0,0.010850499999999999
2012-03-21,0.0,0.0,11.1,3.0,4.638,2600.4,1570.2,60.8,1.5,2.8,-1.5,0.609,-0.615,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.299,0.0,3.6,17.8,15400.0,0.0077
2012-03-22,0.0,0.0,13.8,1.7,5.309,2469.2,1459.7,56.2,1.1,2.6,-1.1,0.597,-0.685,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.297,0.0,8.1,20.7,17226.0,0.008612999999999999
2012-03-23,0.0,0.0,14.6,1.8,5.152,2593.6,1730.4,52.8,1.4,2.9,-1.4,0.584,-0.737,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.295,0.0,7.4,22.1,25205.0,0.0126025
2012-03-24,0.0,0.0,15.2,2.0,6.229,2590.6,1763.5,59.6,1.0,2.9,-1.0,0.572,-0.776,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.293,0.0,9.4,21.5,28271.0,0.0141355
2012-03-25,0.0,0.0,15.5,3.0,6.515,2643.2,1976.1,61.9,1.3,3.6,-1.3,0.56,-0.816,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.292,0.0,9.4,22.2,27481.0,0.013740500000000001
2012-03-26,0.0,0.0,15.2,3.3,5.017,2467.8,1767.9,50.2,1.2,3.8,-1.2,0.547,-0.859,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,8.5,21.8,28682.0,0.014341
2012-03-27,0.0,0.0,15.3,3.1,4.807,2450.7,1850.2,46.8,1.0,3.8,-1.0,0.536,-0.917,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.288,0.0,8.6,21.4,28756.0,0.014378
2012-03-28,0.0,0.0,15.5,2.8,6.039,2536.3,1912.8,56.5,0.9,3.5,-0.9,0.527,-1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.286,0.0,9.9,21.3,28825.0,0.0144125
2012-03-29,0.0,0.0,14.7,3.4,5.399,2504.3,1819.1,54.6,1.0,3.7,-1.0,0.517,-1.08,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.285,0.0,8.3,21.1,29194.0,0.014597
2012-03-30,0.0,0.0,13.4,2.2,6.019,2519.6,1798.7,64.8,0.7,2.9,-0.7,0.508,-1.169,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.283,0.0,9.0,19.4,29682.0,0.014841
2012-03-31,0.0,0.0,9.4,3.2,5.612,2692.2,578.1,76.7,0.1,1.4,-0.1,0.505,-1.248,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.282,0.0,7.1,12.3,27262.0,0.013631
2012-04-01,0.0,0.0,8.2,3.2,3.601,2162.3,1898.4,55.8,1.0,2.8,-1.0,0.497,-1.317,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.282,0.0,3.2,13.2,31040.0,0.015519999999999999
2012-04-02,0.0,0.0,10.4,1.7,3.902,2289.7,2076.6,52.7,1.0,2.9,-1.0,0.487,-1.384,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.281,0.0,3.5,17.1,27995.0,0.0139975
2012-04-03,0.0,0.0,11.6,1.6,4.536,2424.6,1702.9,56.1,0.7,2.8,-0.7,0.479,-1.445,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.279,0.0,5.5,19.2,16585.0,0.0082925
2012-04-04,0.0,0.6,10.0,1.6,5.344,2598.1,1380.5,71.0,0.7,2.0,-0.1,0.477,-1.515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.278,0.0,6.2,14.6,13555.0,0.0067775
2012-04-05,0.0,0.0,8.5,3.8,5.522,2750.9,789.9,80.1,0.2,1.4,-0.2,0.474,-1.562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.278,0.0,6.4,9.9,20126.0,0.010063
2012-04-06,0.0,0.0,9.4,3.4,4.608,2444.6,1282.5,63.8,0.5,2.3,-0.5,0.47,-1.563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.278,0.0,6.0,12.4,22208.0,0.011104
2012-04-07,0.0,0.1,8.6,2.8,4.28,2408.3,906.3,61.7,0.3,1.9,-0.2,0.466,-1.573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.277,0.0,6.3,13.2,18675.0,0.0093375
2012-04-08,0.0,0.0,8.0,2.3,4.106,2298.3,724.7,62.0,0.1,1.8,-0.1,0.464,-1.573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.276,0.0,2.9,10.7,21667.0,0.0108335
2012-04-09,0.0,3.5,11.6,4.3,6.49,2788.0,338.0,77.0,0.2,1.6,3.3,0.478,-1.557,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.276,0.0,10.0,13.4,20591.0,0.0102955
2012-04-10,0.0,4.1,9.3,3.7,6.045,2787.6,516.4,83.2,1.0,1.3,3.1,0.516,-1.501,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.281,0.0,8.6,10.6,12632.0,0.006316
2012-04-11,0.0,0.7,8.9,2.8,5.332,2553.3,1392.7,76.8,1.4,2.2,-0.7,0.515,-1.448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.285,0.0,5.4,13.6,21881.0,0.0109405
2012-04-12,0.0,0.8,9.5,1.7,5.14,2570.2,1522.0,71.8,1.7,2.3,-0.9,0.51,-1.389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.284,0.0,5.4,14.3,20056.0,0.010028
2012-04-13,0.0,0.2,9.6,0.8,4.911,2450.8,1470.3,68.1,1.2,2.1,-1.0,0.499,-1.325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.282,0.0,5.4,14.3,22170.0,0.011085
2012-04-14,0.0,0.0,9.8,3.0,5.103,2375.6,1368.6,69.3,0.9,2.6,-0.9,0.49,-1.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.281,0.0,7.1,15.3,21289.0,0.0106445
2012-04-15,0.0,0.0,7.3,6.4,4.286,2227.2,1082.0,68.3,0.6,2.3,-0.6,0.484,-1.191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,5.6,10.2,18145.0,0.0090725
2012-04-16,0.0,0.0,6.8,4.1,3.494,2126.6,1729.1,58.4,0.9,2.7,-0.9,0.475,-1.115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.279,0.0,3.5,10.2,21607.0,0.0108035
2012-04-17,0.0,3.9,6.6,3.6,4.827,2803.9,573.3,78.4,0.4,1.3,3.5,0.487,-1.039,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.277,0.0,4.3,8.6,26022.0,0.013011
2012-04-18,0.0,6.6,8.2,5.1,5.64,2711.8,433.2,83.7,0.6,1.3,6.0,0.523,-0.938,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.282,0.0,6.6,10.8,21040.0,0.01052
