date,snowfall,rainfall,daily_avg_temp,daily_avg_wind_speed,daily_avg_specific_humidity,atmospheric_radiation,visible_radiation,daily_avg_relative_humidity,total_evapotranspiration,potential_evapotranspiration,effective_rainfall,daily_avg_soil_moisture_index,SSWI_10J,drainage,runoff,snow_water_equivalent_6h,RESR_NEIGE6,daily_avg_snow_depth,snow_depth_6h,max_snow_depth,daily_avg_snow_cover_fraction,snowmelt_runoff,root_liquid_water,WGI_RACINE,min_temp,max_temp,solar,TWh
2018-10-14,0.0,0.0,21.1,3.9,8.569,2993.1,563.7,56.2,0.4,3.0,-0.4,0.217,-1.456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,16.5,24.7,46965.0,0.0234825
2018-10-15,0.0,0.0,21.2,2.9,7.384,2838.0,942.3,47.9,0.8,3.1,-0.8,0.21,-1.448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,18.5,25.4,34770.0,0.017385
2018-10-16,0.0,0.0,19.9,1.2,7.734,2790.6,839.0,54.3,0.4,1.7,-0.4,0.205,-1.438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.239,0.0,16.5,24.8,47833.0,0.0239165
2018-10-17,0.0,0.0,17.5,1.7,8.835,2968.4,560.1,71.3,0.1,1.4,-0.1,0.203,-1.448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.238,0.0,15.2,19.9,46304.0,0.023152
2018-10-18,0.0,0.0,15.8,4.1,8.069,2733.8,1352.2,72.9,0.4,2.3,-0.4,0.2,-1.456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.238,0.0,13.2,20.0,50412.0,0.025206
2018-10-19,0.0,0.0,14.1,3.0,7.639,2829.8,1256.8,76.8,0.3,1.6,-0.3,0.197,-1.464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.237,0.0,11.4,17.6,63051.0,0.0315255
2018-10-20,0.0,0.0,13.0,2.6,6.64,2717.2,1009.2,72.0,0.3,1.5,-0.3,0.195,-1.475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.237,0.0,9.8,17.2,61263.0,0.0306315
2018-10-21,0.0,0.0,13.0,2.3,6.252,2920.3,1192.7,68.5,0.4,1.4,-0.4,0.191,-1.505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.237,0.0,7.7,16.8,69123.0,0.0345615
2018-10-22,0.0,0.1,12.6,4.2,6.957,2987.7,340.7,76.5,0.1,1.4,0.0,0.191,-1.553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.236,0.0,12.0,14.6,62748.0,0.031374
2018-10-23,0.0,0.0,12.3,2.7,6.187,2688.1,907.9,70.1,0.3,1.5,-0.3,0.188,-1.614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.236,0.0,7.7,16.0,68632.0,0.034316
2018-10-24,0.0,0.0,14.7,2.4,8.529,3261.1,216.7,82.2,0.0,1.0,0.0,0.187,-1.676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.236,0.0,11.8,16.1,60824.0,0.030412
2018-10-25,0.0,0.0,13.7,1.8,7.092,2894.2,636.3,73.3,0.2,1.1,-0.2,0.186,-1.733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.236,0.0,13.1,15.9,54954.0,0.027476999999999998
2018-10-26,0.0,0.9,11.1,2.7,5.944,2591.2,486.2,72.7,0.1,1.3,0.8,0.187,-1.783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.235,0.0,10.3,14.3,33989.0,0.0169945
2018-10-27,0.0,0.0,7.6,2.8,4.724,2752.2,454.6,73.6,0.3,1.1,-0.3,0.191,-1.825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.237,0.0,5.7,9.4,27293.0,0.0136465
2018-10-28,0.0,0.0,6.4,6.2,4.164,2409.6,559.9,70.1,0.2,1.4,-0.2,0.189,-1.858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.236,0.0,5.3,8.2,17625.0,0.0088125
2018-10-29,0.0,12.5,4.9,5.8,4.17,2487.5,129.3,77.6,0.2,1.0,12.3,0.209,-1.873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.236,0.0,4.1,5.8,10893.0,0.0054465
2018-10-30,0.0,2.3,7.2,3.7,5.136,2635.9,633.8,82.1,1.1,0.9,1.2,0.315,-1.836,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.253,0.0,4.0,9.4,45082.0,0.022541
2018-10-31,0.0,2.2,8.7,2.0,5.721,2691.4,131.0,81.4,0.0,0.8,2.2,0.323,-1.782,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.254,0.0,4.8,11.2,17135.0,0.0085675
2018-11-01,0.0,3.3,10.7,2.9,6.641,2970.4,191.4,83.2,0.3,0.9,3.0,0.346,-1.706,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.257,0.0,9.9,11.6,31709.0,0.0158545
2018-11-02,0.0,0.0,8.6,2.0,5.155,2740.1,839.0,74.6,1.6,0.8,-1.6,0.35,-1.614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.261,0.0,7.3,12.2,42173.0,0.0210865
2018-11-03,0.0,0.0,6.4,1.2,4.034,2628.9,585.1,69.1,0.8,0.8,-0.8,0.339,-1.525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.259,0.0,3.0,11.5,54121.0,0.0270605
2018-11-04,0.0,0.0,8.6,2.6,5.736,2906.2,505.0,82.5,0.6,0.7,-0.6,0.332,-1.447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.258,0.0,5.2,10.5,48829.0,0.0244145
2018-11-05,0.0,0.0,14.4,2.5,7.023,2736.4,610.7,69.9,0.3,1.4,-0.3,0.328,-1.376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.257,0.0,10.1,19.0,29608.0,0.014804
2018-11-06,0.0,1.2,14.6,3.6,7.016,2696.4,553.6,68.2,0.4,1.8,0.8,0.325,-1.309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.256,0.0,13.5,18.8,23844.0,0.011922
2018-11-07,0.0,2.6,11.6,5.2,7.001,2850.7,104.0,82.6,0.3,1.2,2.3,0.352,-1.228,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.257,0.0,10.2,12.7,20533.0,0.0102665
2018-11-08,0.0,0.0,10.0,2.7,6.121,2566.1,616.1,80.6,0.6,0.7,-0.6,0.35,-1.161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,7.6,12.1,39051.0,0.0195255
2018-11-09,0.0,0.6,10.6,3.3,6.25,2603.7,480.2,79.3,0.3,0.9,0.3,0.347,-1.171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.259,0.0,6.1,13.5,32134.0,0.016067
2018-11-10,0.0,5.2,12.1,5.4,7.601,3045.6,114.4,87.0,0.3,1.1,4.9,0.383,-1.161,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,11.6,12.5,22355.0,0.0111775
2018-11-11,0.0,19.1,11.8,3.8,7.804,2898.0,104.0,91.2,0.0,0.7,19.1,0.459,-1.13,0.4,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.266,0.0,11.4,12.2,35493.0,0.017746500000000002
2018-11-12,0.0,3.4,11.1,1.9,7.528,2960.1,401.6,92.1,0.5,0.4,2.9,0.546,-1.061,3.8,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.288,0.0,10.7,11.3,27438.0,0.013719
2018-11-13,0.0,0.0,11.5,2.9,6.779,2937.2,581.5,81.0,1.2,0.9,-1.2,0.519,-0.999,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.286,0.0,10.3,15.4,34578.0,0.017289
2018-11-14,0.0,0.1,10.1,2.3,6.61,2918.3,717.7,86.3,1.2,0.5,-1.1,0.498,-0.94,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.283,0.0,6.4,13.0,36891.0,0.0184455
2018-11-15,0.0,0.0,9.5,2.5,7.098,3133.2,212.6,96.5,0.4,0.4,-0.4,0.489,-0.877,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,8.7,9.9,38195.0,0.0190975
2018-11-16,0.0,0.0,7.6,1.9,6.187,3054.5,428.9,95.1,1.1,0.3,-1.1,0.478,-0.817,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.279,0.0,6.8,8.6,35324.0,0.017662
2018-11-17,0.0,0.0,6.0,2.7,4.437,2500.1,763.9,76.9,1.2,0.5,-1.2,0.463,-0.775,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.278,0.0,4.3,8.1,29935.0,0.0149675
2018-11-18,0.0,0.0,5.2,3.4,3.568,2267.5,797.0,65.6,1.2,1.0,-1.2,0.451,-0.738,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.275,0.0,3.0,7.1,50246.0,0.025123
2018-11-19,0.3,1.2,3.7,5.3,3.437,2309.2,486.0,69.2,0.9,1.0,0.6,0.442,-0.711,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.273,0.001,0.5,5.6,36887.0,0.0184435
2018-11-20,0.4,1.6,2.7,3.2,4.012,2736.6,116.5,87.7,0.6,0.6,1.4,0.461,-0.705,0.1,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.274,0.0,2.1,2.9,22090.0,0.011045000000000001
2018-11-21,0.0,0.0,3.7,1.8,3.948,2565.1,650.9,80.8,0.8,0.3,-0.8,0.456,-0.744,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.276,0.0,-0.1,5.9,33066.0,0.016533
2018-11-22,0.0,0.3,4.1,2.0,4.69,2954.1,236.4,92.5,0.4,0.4,-0.1,0.451,-0.828,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.275,0.0,3.1,5.3,36390.0,0.018195
2018-11-23,0.0,6.6,5.3,2.0,5.263,3123.3,340.0,95.0,0.5,0.2,6.1,0.461,-0.894,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.274,0.0,4.2,7.8,14775.0,0.0073875
2018-11-24,0.0,1.4,7.9,2.7,6.119,2928.6,156.5,92.5,0.2,0.4,1.2,0.504,-0.926,0.2,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.282,0.0,6.7,8.6,37666.0,0.018833
2018-11-25,0.0,6.0,7.5,2.9,6.07,2904.2,73.2,94.1,0.3,0.4,5.7,0.534,-0.939,0.4,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.283,0.0,6.7,8.3,20590.0,0.010295
2018-11-26,0.0,0.8,5.9,2.7,5.365,2931.7,158.7,93.2,0.4,0.4,0.4,0.553,-0.925,0.9,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.289,0.0,5.3,6.6,20440.0,0.01022
2018-11-27,0.0,15.5,7.8,2.4,5.553,2793.1,436.6,85.2,0.5,0.5,15.0,0.567,-0.891,0.7,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.289,0.0,6.1,10.4,30446.0,0.015223
2018-11-28,0.0,0.6,10.9,3.2,7.273,3051.9,94.2,89.8,0.0,0.7,0.6,0.638,-0.808,4.4,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.304,0.0,7.3,11.7,27717.0,0.0138585
2018-11-29,0.0,0.0,12.4,4.6,6.403,2617.4,139.4,72.3,0.1,1.7,-0.1,0.615,-0.725,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,11.1,14.1,32588.0,0.016294
2018-11-30,0.0,0.0,10.9,3.0,6.395,2708.8,486.9,79.3,0.5,0.8,-0.5,0.601,-0.653,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.297,0.0,10.3,13.2,20168.0,0.010084
2018-12-01,0.0,7.3,9.5,4.7,6.759,2966.6,114.8,91.6,0.1,0.7,7.2,0.612,-0.565,0.7,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.296,0.0,7.2,13.7,20383.0,0.010191500000000001
2018-12-02,0.0,0.3,14.5,4.6,9.127,3048.0,123.7,88.8,-0.2,0.8,0.5,0.64,-0.464,1.7,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.303,0.0,11.0,15.9,7606.0,0.003803
2018-12-03,0.0,3.7,13.7,5.0,8.028,2848.8,85.5,82.2,0.0,1.1,3.7,0.636,-0.367,1.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.301,0.0,12.4,14.8,12463.0,0.0062315
2018-12-04,0.0,0.6,10.9,2.0,6.354,2792.8,190.2,78.4,0.1,0.7,0.5,0.65,-0.299,1.4,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.304,0.0,10.4,11.9,21469.0,0.0107345
2018-12-05,0.0,2.3,11.0,2.7,6.891,2850.5,81.5,84.8,-0.1,0.8,2.4,0.643,-0.256,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.303,0.0,9.4,12.7,24207.0,0.0121035
2018-12-06,0.0,0.1,13.1,2.9,8.083,3070.9,78.4,86.5,0.0,0.8,0.1,0.65,-0.225,1.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.304,0.0,11.9,13.9,17395.0,0.0086975
2018-12-07,0.0,4.9,10.7,5.4,6.602,2847.0,95.7,81.8,0.7,1.1,4.2,0.668,-0.194,1.2,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.303,0.0,9.0,12.1,18190.0,0.009095
2018-12-08,0.0,4.2,10.3,6.6,6.1,2831.3,125.1,78.3,1.1,1.3,3.1,0.672,-0.209,1.2,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.306,0.0,7.4,11.8,18992.0,0.009496
2018-12-09,0.0,4.0,10.2,6.1,6.23,2857.1,128.0,80.5,0.7,1.3,3.3,0.686,-0.204,1.3,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.308,0.0,9.8,10.9,13685.0,0.0068425
2018-12-10,0.0,0.0,8.9,3.0,5.641,2632.6,360.9,79.9,0.3,0.6,-0.3,0.687,-0.188,1.2,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,8.0,10.6,24811.0,0.0124055
2018-12-11,0.0,0.0,6.9,1.4,5.138,2685.7,352.0,83.5,0.5,0.3,-0.5,0.674,-0.191,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.308,0.0,5.4,8.9,31494.0,0.015747
2018-12-12,0.0,0.0,2.9,2.6,3.758,2489.4,589.3,80.9,1.2,0.5,-1.2,0.659,-0.224,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.306,0.0,1.2,4.8,19448.0,0.009724
2018-12-13,0.0,0.0,1.9,4.1,3.247,2218.0,519.6,75.4,0.9,0.6,-0.9,0.646,-0.263,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.304,0.0,0.8,4.0,9047.0,0.0045235
2018-12-14,0.0,0.0,0.9,3.0,2.553,2130.4,643.7,63.8,0.7,0.7,-0.7,0.638,-0.295,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.296,0.006,-0.8,2.4,21070.0,0.010535000000000001
2018-12-15,0.0,14.7,1.3,3.6,3.148,2499.2,210.8,75.1,0.3,0.6,14.4,0.666,-0.304,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.297,0.004,0.2,3.2,13950.0,0.006975
2018-12-16,0.0,2.2,5.5,3.1,5.338,2998.1,144.9,94.8,0.2,0.3,2.0,0.75,-0.275,2.6,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.318,0.0,1.5,7.6,7149.0,0.0035745
2018-12-17,0.0,0.0,7.2,2.7,5.575,2706.8,515.9,88.7,0.6,0.3,-0.6,0.731,-0.269,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.317,0.0,6.5,8.3,24064.0,0.012032000000000001
2018-12-18,0.0,2.6,7.6,4.4,5.349,2650.0,181.6,82.8,0.1,0.8,2.5,0.726,-0.268,0.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.314,0.0,6.2,9.0,19645.0,0.0098225
2018-12-19,0.0,0.0,9.2,4.8,6.083,2680.9,103.6,84.5,-0.1,0.8,0.1,0.732,-0.268,1.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.316,0.0,8.1,10.3,15875.0,0.0079375
2018-12-20,0.0,2.8,9.1,4.6,5.77,2458.6,202.5,80.8,-0.1,1.0,2.9,0.728,-0.266,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.315,0.0,7.8,12.3,20527.0,0.0102635
2018-12-21,0.0,1.7,13.2,5.8,8.166,3110.2,62.0,86.3,-0.1,1.1,1.8,0.753,-0.237,1.2,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.318,0.0,9.5,14.4,10365.0,0.0051825
2018-12-22,0.0,0.7,12.1,4.3,6.836,2588.0,203.5,78.0,-0.1,1.1,0.8,0.745,-0.204,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.318,0.0,11.6,13.1,13193.0,0.0065965
2018-12-23,0.0,9.7,12.5,3.9,8.083,3146.2,72.9,89.6,0.1,0.7,9.6,0.777,-0.143,1.3,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.318,0.0,10.2,13.8,15365.0,0.0076825
2018-12-24,0.0,0.0,8.7,2.1,5.764,2777.7,161.2,81.4,0.3,0.6,-0.3,0.794,-0.07,2.4,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.326,0.0,8.4,9.3,16600.0,0.0083
2018-12-25,0.0,0.0,4.6,1.6,3.878,2430.5,640.8,74.2,1.0,0.4,-1.0,0.773,-0.031,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.323,0.0,3.0,7.3,29643.0,0.0148215
2018-12-26,0.0,0.0,1.9,1.8,3.538,2453.5,406.1,81.7,0.7,0.3,-0.7,0.759,-0.043,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.0,1.0,3.1,27219.0,0.0136095
2018-12-27,0.0,0.0,0.4,1.6,3.517,2746.7,171.1,90.6,0.6,0.3,-0.6,0.748,-0.052,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.319,0.0,-0.2,0.8,20434.0,0.010217
2018-12-28,0.0,0.0,1.2,0.9,3.645,2710.8,158.5,88.4,0.4,0.3,-0.4,0.74,-0.06,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.317,0.0,0.2,3.1,16740.0,0.00837
2018-12-29,0.0,0.2,5.6,1.7,4.882,2830.2,142.4,86.0,0.0,0.5,0.2,0.735,-0.074,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.316,0.0,1.6,8.7,18764.0,0.009382
2018-12-30,0.0,0.8,9.0,1.4,6.49,3013.2,116.8,91.5,0.0,0.4,0.8,0.735,-0.087,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.316,0.0,7.8,9.2,18735.0,0.009367499999999999
2018-12-31,0.0,0.0,9.2,1.9,6.232,3058.9,103.6,86.5,0.1,0.5,-0.1,0.737,-0.113,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.316,0.0,8.7,9.7,18688.0,0.009344
2019-01-01,0.0,0.0,8.5,3.2,5.311,2665.4,143.9,77.3,0.1,0.9,-0.1,0.733,-0.054,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.316,0.0,8.4,8.8,17293.0,0.0086465
2019-01-02,0.0,0.0,6.5,3.6,4.249,2614.3,151.1,70.8,0.2,1.0,-0.2,0.729,-0.098,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.315,0.0,5.9,7.1,30450.0,0.015225
2019-01-03,0.0,0.0,5.7,2.7,4.392,2671.8,113.4,77.8,0.1,0.7,-0.1,0.726,-0.156,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.315,0.0,4.9,6.6,43060.0,0.02153
2019-01-04,0.0,0.0,4.8,2.8,4.176,2624.8,75.8,78.6,0.1,0.7,-0.1,0.722,-0.203,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.314,0.0,3.3,5.9,35544.0,0.017772
2019-01-05,0.0,0.0,5.4,3.9,3.934,2667.2,96.3,71.0,0.2,1.1,-0.2,0.719,-0.247,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.314,0.0,4.3,6.1,31861.0,0.0159305
2019-01-06,0.0,0.0,6.0,2.4,4.298,2500.4,97.6,74.0,0.0,0.7,0.0,0.716,-0.286,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.313,0.0,4.9,6.9,19164.0,0.009582
2019-01-07,0.0,0.6,7.8,2.5,5.5,2752.1,165.1,83.9,-0.1,0.6,0.7,0.716,-0.319,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.313,0.0,6.7,9.4,18686.0,0.009343
2019-01-08,0.0,0.0,8.5,4.1,5.156,2513.3,170.1,74.4,0.1,1.0,-0.1,0.718,-0.341,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.314,0.0,7.9,9.5,14947.0,0.0074735
2019-01-09,0.0,0.9,5.1,4.9,4.077,2307.5,203.0,74.9,0.1,1.0,0.8,0.721,-0.359,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.313,0.0,4.6,5.8,27009.0,0.013504500000000001
2019-01-10,0.0,0.0,4.1,2.8,3.613,2238.5,303.6,71.4,0.1,0.8,-0.1,0.72,-0.375,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.312,0.001,2.3,5.2,33191.0,0.0165955
2019-01-11,0.0,1.2,6.5,2.2,5.215,2727.8,324.6,86.2,0.2,0.6,1.0,0.724,-0.395,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.312,0.001,4.6,8.4,30682.0,0.015341
2019-01-12,0.0,0.4,8.3,3.4,5.823,2655.9,148.6,86.0,-0.2,0.7,0.6,0.726,-0.414,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.314,0.0,7.2,10.3,22321.0,0.0111605
2019-01-13,0.0,1.4,10.8,4.9,6.481,2781.6,111.3,80.8,-0.1,1.0,1.5,0.739,-0.427,0.3,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.315,0.0,8.9,11.9,15315.0,0.0076575
2019-01-14,0.0,0.0,9.0,4.2,5.005,2457.7,171.1,70.4,0.1,1.3,-0.1,0.737,-0.436,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.316,0.0,8.8,9.5,23372.0,0.011686
2019-01-15,0.0,0.0,7.9,2.5,4.352,2592.9,112.1,65.9,0.1,1.1,-0.1,0.733,-0.444,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.316,0.0,7.5,8.7,41957.0,0.0209785
2019-01-16,0.0,2.9,6.0,3.0,4.398,2488.4,390.6,75.8,0.2,0.6,2.7,0.736,-0.452,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.315,0.0,3.3,7.2,35497.0,0.0177485
2019-01-17,0.0,0.4,5.6,4.3,4.377,2514.0,404.7,76.9,0.8,0.8,-0.4,0.749,-0.459,0.3,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.318,0.0,4.2,8.1,29375.0,0.014687500000000001
2019-01-18,0.0,0.0,3.0,2.3,3.48,2112.0,342.5,74.6,0.0,0.6,0.0,0.744,-0.468,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.316,0.001,1.4,5.3,32412.0,0.016206
2019-01-19,0.0,4.2,1.2,2.9,3.612,2472.1,110.3,86.9,0.0,0.5,4.2,0.75,-0.473,0.3,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.312,0.005,-0.6,2.8,34653.0,0.017326499999999998
2019-01-20,0.0,0.2,2.7,2.6,4.061,2655.7,407.2,88.3,0.6,0.4,-0.4,0.77,-0.468,0.5,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.002,2.4,3.3,19031.0,0.0095155
2019-01-21,0.0,0.0,0.6,1.7,3.019,2255.3,769.8,76.8,1.0,0.3,-1.0,0.759,-0.463,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.318,0.002,-1.3,2.2,30586.0,0.015293
2019-01-22,4.3,3.3,0.3,3.4,3.566,2790.9,98.5,91.7,0.1,0.4,7.5,0.784,-0.447,0.4,0.9,0.3,0.0,0.002,0.0,0.01,0.2,5.0,0.317,0.002,-1.6,2.4,26879.0,0.0134395
2019-01-23,0.3,1.3,1.5,3.8,3.738,2624.1,93.3,88.7,0.4,0.5,1.2,0.812,-0.41,1.1,0.3,0.0,0.0,0.0,0.0,0.001,0.0,0.4,0.327,0.0,1.5,1.8,18382.0,0.009191
2019-01-24,0.3,1.3,1.6,2.0,3.488,2547.5,256.9,81.9,0.2,0.5,1.4,0.806,-0.377,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.325,0.002,-0.1,2.7,33088.0,0.016544
2019-01-25,0.0,1.2,4.7,1.8,4.925,2889.1,173.2,92.3,0.0,0.4,1.2,0.812,-0.332,0.9,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.327,0.0,2.5,8.7,24160.0,0.01208
2019-01-26,0.0,1.1,8.8,4.2,6.087,2740.5,119.2,86.6,0.1,0.8,1.0,0.811,-0.276,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.327,0.0,6.4,9.6,25178.0,0.012589
2019-01-27,0.0,6.5,6.6,5.8,4.874,2707.8,144.4,80.2,0.7,1.2,5.8,0.843,-0.192,1.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.327,0.0,5.2,7.7,27404.0,0.013701999999999999
2019-01-28,0.0,0.0,4.7,4.0,3.668,2146.1,306.6,69.7,0.2,1.1,-0.2,0.837,-0.109,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.332,0.0,3.6,6.2,29471.0,0.0147355
2019-01-29,3.9,15.6,2.5,3.0,3.497,2363.4,196.8,77.5,0.1,0.8,19.4,0.86,-0.013,0.9,1.3,0.2,0.0,0.001,0.0,0.004,0.1,8.5,0.326,0.004,1.4,4.5,23200.0,0.0116
2019-01-30,1.1,4.6,2.6,3.3,3.855,2561.6,383.1,84.8,0.3,0.6,5.4,0.944,0.131,7.3,3.3,0.1,0.3,0.001,0.002,0.004,0.1,1.8,0.346,0.002,0.7,4.2,26005.0,0.0130025
2019-01-31,0.0,1.9,1.9,3.6,3.725,2518.7,347.2,85.5,0.5,0.6,1.4,0.926,0.27,2.9,0.3,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.345,0.0,-0.2,5.1,14983.0,0.0074915
